We have 342 topology rules
545 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D77,DX,DX,DX,DX,DX,D1,D228 - (DX,DX,DX,DX,DX,DX,D172,D19,D77,D1,DX,DX,DX,DX,D1,D228 + DX,DX,DX,DX,DX,DX,D172,D19,D77,DX,D172,D19,011000xx,DX,D1,D228)) @ 0x320000000b <-- (DX,DX,DX,DX,DX,DX,D172,D19,D77,DX,DX,DX,DX,DX,D1,D228 - (DX,DX,DX,DX,DX,DX,D172,D19,D77,D1,DX,DX,DX,DX,D1,D228 + DX,DX,DX,DX,DX,DX,D172,D19,D77,DX,D172,D19,011000xx,DX,D1,D228)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D77,DX,DX,DX,DX,DX,D1,D228 - (DX,DX,DX,DX,DX,DX,D172,D19,D77,D1,DX,DX,DX,DX,D1,D228 + DX,DX,DX,DX,DX,DX,D172,D19,D77,DX,D172,D19,011000xx,DX,D1,D228)) @ 0x3d00000046 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D77,DX,DX,DX,DX,DX,D1,D228 - (DX,DX,DX,DX,DX,DX,D172,D19,D77,D1,DX,DX,DX,DX,D1,D228)) @ 0x3c0000005e <-- (DX,DX,DX,DX,DX,DX,D172,D19,D77,DX,DX,DX,DX,DX,D1,D228 - (DX,DX,DX,DX,DX,DX,D172,D19,D77,D1,DX,DX,DX,DX,D1,D228)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D77,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000046 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
545 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,D172,D19,011000xx,DX,D1,D174 - (DX,DX,DX,DX,DX,DX,D172,D19,D81,D1,D172,D19,011000xx,DX,D1,D174 + DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,D172,D19,011000xx,DX,D1,D174)) @ 0x32000000e2 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,DX,DX,DX,DX,D1,D174 - (DX,DX,DX,DX,DX,DX,D172,D19,D81,D1,DX,DX,DX,DX,D1,D174 + DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,D172,D19,011000xx,DX,D1,D174)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,DX,DX,DX,DX,D1,D174 - (DX,DX,DX,DX,DX,DX,D172,D19,D81,D1,DX,DX,DX,DX,D1,D174 + DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,D172,D19,011000xx,DX,D1,D174)) @ 0x3d00000045 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,DX,DX,DX,DX,D1,D174 - (DX,DX,DX,DX,DX,DX,D172,D19,D81,D1,DX,DX,DX,DX,D1,D174)) @ 0x3c000000d6 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,DX,DX,DX,DX,D1,D174 - (DX,DX,DX,DX,DX,DX,D172,D19,D81,D1,DX,DX,DX,DX,D1,D174)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000045 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
545 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,DX,DX,DX,DX,D1,D174 - (DX,DX,DX,DX,DX,DX,D172,D19,D81,D1,DX,DX,DX,DX,D1,D174 + DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,D172,D19,011000xx,DX,D1,D174)) @ 0x32000000df <-- (DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,DX,DX,DX,DX,D1,D174 - (DX,DX,DX,DX,DX,DX,D172,D19,D81,D1,DX,DX,DX,DX,D1,D174 + DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,D172,D19,011000xx,DX,D1,D174)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,DX,DX,DX,DX,D1,D174 - (DX,DX,DX,DX,DX,DX,D172,D19,D81,D1,DX,DX,DX,DX,D1,D174 + DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,D172,D19,011000xx,DX,D1,D174)) @ 0x3d00000045 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,DX,DX,DX,DX,D1,D174 - (DX,DX,DX,DX,DX,DX,D172,D19,D81,D1,DX,DX,DX,DX,D1,D174)) @ 0x3c000000d6 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,DX,DX,DX,DX,D1,D174 - (DX,DX,DX,DX,DX,DX,D172,D19,D81,D1,DX,DX,DX,DX,D1,D174)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000045 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
545 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,DX,DX,DX,DX,D1,D174 - (DX,DX,DX,DX,DX,DX,D172,D19,D81,D1,DX,DX,DX,DX,D1,D174 + DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,D172,D19,011000xx,DX,D1,D174)) @ 0x3200000001 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,DX,DX,DX,DX,D1,D174 - (DX,DX,DX,DX,DX,DX,D172,D19,D81,D1,DX,DX,DX,DX,D1,D174 + DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,D172,D19,011000xx,DX,D1,D174)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,DX,DX,DX,DX,D1,D174 - (DX,DX,DX,DX,DX,DX,D172,D19,D81,D1,DX,DX,DX,DX,D1,D174 + DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,D172,D19,011000xx,DX,D1,D174)) @ 0x3d00000045 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,DX,DX,DX,DX,D1,D174 - (DX,DX,DX,DX,DX,DX,D172,D19,D81,D1,DX,DX,DX,DX,D1,D174)) @ 0x3c000000d6 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,DX,DX,DX,DX,D1,D174 - (DX,DX,DX,DX,DX,DX,D172,D19,D81,D1,DX,DX,DX,DX,D1,D174)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D81,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000045 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
545 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,D172,D19,011000xx,DX,D1,D184 - (DX,DX,DX,DX,DX,DX,D172,D19,D82,D1,D172,D19,011000xx,DX,D1,D184 + DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,D172,D19,011000xx,DX,D1,D184)) @ 0x32000000ca <-- (DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,DX,DX,DX,DX,D1,D184 - (DX,DX,DX,DX,DX,DX,D172,D19,D82,D1,DX,DX,DX,DX,D1,D184 + DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,D172,D19,011000xx,DX,D1,D184)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,DX,DX,DX,DX,D1,D184 - (DX,DX,DX,DX,DX,DX,D172,D19,D82,D1,DX,DX,DX,DX,D1,D184 + DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,D172,D19,011000xx,DX,D1,D184)) @ 0x3d00000044 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,DX,DX,DX,DX,D1,D184 - (DX,DX,DX,DX,DX,DX,D172,D19,D82,D1,DX,DX,DX,DX,D1,D184)) @ 0x3c000000be <-- (DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,DX,DX,DX,DX,D1,D184 - (DX,DX,DX,DX,DX,DX,D172,D19,D82,D1,DX,DX,DX,DX,D1,D184)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000044 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
545 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,DX,DX,DX,DX,D1,D184 - (DX,DX,DX,DX,DX,DX,D172,D19,D82,D1,DX,DX,DX,DX,D1,D184 + DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,D172,D19,011000xx,DX,D1,D184)) @ 0x32000000c7 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,DX,DX,DX,DX,D1,D184 - (DX,DX,DX,DX,DX,DX,D172,D19,D82,D1,DX,DX,DX,DX,D1,D184 + DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,D172,D19,011000xx,DX,D1,D184)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,DX,DX,DX,DX,D1,D184 - (DX,DX,DX,DX,DX,DX,D172,D19,D82,D1,DX,DX,DX,DX,D1,D184 + DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,D172,D19,011000xx,DX,D1,D184)) @ 0x3d00000044 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,DX,DX,DX,DX,D1,D184 - (DX,DX,DX,DX,DX,DX,D172,D19,D82,D1,DX,DX,DX,DX,D1,D184)) @ 0x3c000000be <-- (DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,DX,DX,DX,DX,D1,D184 - (DX,DX,DX,DX,DX,DX,D172,D19,D82,D1,DX,DX,DX,DX,D1,D184)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000044 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
545 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,DX,DX,DX,DX,D1,D184 - (DX,DX,DX,DX,DX,DX,D172,D19,D82,D1,DX,DX,DX,DX,D1,D184 + DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,D172,D19,011000xx,DX,D1,D184)) @ 0x320000000f <-- (DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,DX,DX,DX,DX,D1,D184 - (DX,DX,DX,DX,DX,DX,D172,D19,D82,D1,DX,DX,DX,DX,D1,D184 + DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,D172,D19,011000xx,DX,D1,D184)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,DX,DX,DX,DX,D1,D184 - (DX,DX,DX,DX,DX,DX,D172,D19,D82,D1,DX,DX,DX,DX,D1,D184 + DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,D172,D19,011000xx,DX,D1,D184)) @ 0x3d00000044 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,DX,DX,DX,DX,D1,D184 - (DX,DX,DX,DX,DX,DX,D172,D19,D82,D1,DX,DX,DX,DX,D1,D184)) @ 0x3c000000be <-- (DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,DX,DX,DX,DX,D1,D184 - (DX,DX,DX,DX,DX,DX,D172,D19,D82,D1,DX,DX,DX,DX,D1,D184)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D82,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000044 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
545 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,D172,D19,011000xx,DX,D1,D219 - (DX,DX,DX,DX,DX,DX,D172,D19,D83,D1,D172,D19,011000xx,DX,D1,D219 + DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,D172,D19,011000xx,DX,D1,D219)) @ 0x320000007a <-- (DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,DX,DX,DX,DX,D1,D219 - (DX,DX,DX,DX,DX,DX,D172,D19,D83,D1,DX,DX,DX,DX,D1,D219 + DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,D172,D19,011000xx,DX,D1,D219)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,DX,DX,DX,DX,D1,D219 - (DX,DX,DX,DX,DX,DX,D172,D19,D83,D1,DX,DX,DX,DX,D1,D219 + DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,D172,D19,011000xx,DX,D1,D219)) @ 0x3d00000043 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,DX,DX,DX,DX,D1,D219 - (DX,DX,DX,DX,DX,DX,D172,D19,D83,D1,DX,DX,DX,DX,D1,D219)) @ 0x3c0000006e <-- (DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,DX,DX,DX,DX,D1,D219 - (DX,DX,DX,DX,DX,DX,D172,D19,D83,D1,DX,DX,DX,DX,D1,D219)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000043 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
545 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,DX,DX,DX,DX,D1,D219 - (DX,DX,DX,DX,DX,DX,D172,D19,D83,D1,DX,DX,DX,DX,D1,D219 + DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,D172,D19,011000xx,DX,D1,D219)) @ 0x3200000077 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,DX,DX,DX,DX,D1,D219 - (DX,DX,DX,DX,DX,DX,D172,D19,D83,D1,DX,DX,DX,DX,D1,D219 + DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,D172,D19,011000xx,DX,D1,D219)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,DX,DX,DX,DX,D1,D219 - (DX,DX,DX,DX,DX,DX,D172,D19,D83,D1,DX,DX,DX,DX,D1,D219 + DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,D172,D19,011000xx,DX,D1,D219)) @ 0x3d00000043 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,DX,DX,DX,DX,D1,D219 - (DX,DX,DX,DX,DX,DX,D172,D19,D83,D1,DX,DX,DX,DX,D1,D219)) @ 0x3c0000006e <-- (DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,DX,DX,DX,DX,D1,D219 - (DX,DX,DX,DX,DX,DX,D172,D19,D83,D1,DX,DX,DX,DX,D1,D219)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000043 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
545 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,DX,DX,DX,DX,D1,D219 - (DX,DX,DX,DX,DX,DX,D172,D19,D83,D1,DX,DX,DX,DX,D1,D219 + DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,D172,D19,011000xx,DX,D1,D219)) @ 0x3200000004 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,DX,DX,DX,DX,D1,D219 - (DX,DX,DX,DX,DX,DX,D172,D19,D83,D1,DX,DX,DX,DX,D1,D219 + DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,D172,D19,011000xx,DX,D1,D219)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,DX,DX,DX,DX,D1,D219 - (DX,DX,DX,DX,DX,DX,D172,D19,D83,D1,DX,DX,DX,DX,D1,D219 + DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,D172,D19,011000xx,DX,D1,D219)) @ 0x3d00000043 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,DX,DX,DX,DX,D1,D219 - (DX,DX,DX,DX,DX,DX,D172,D19,D83,D1,DX,DX,DX,DX,D1,D219)) @ 0x3c0000006e <-- (DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,DX,DX,DX,DX,D1,D219 - (DX,DX,DX,DX,DX,DX,D172,D19,D83,D1,DX,DX,DX,DX,D1,D219)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D83,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000043 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
545 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,D172,D19,011000xx,DX,D1,D218 - (DX,DX,DX,DX,DX,DX,D172,D19,D84,D1,D172,D19,011000xx,DX,D1,D218 + DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,D172,D19,011000xx,DX,D1,D218)) @ 0x3200000082 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,DX,DX,DX,DX,D1,D218 - (DX,DX,DX,DX,DX,DX,D172,D19,D84,D1,DX,DX,DX,DX,D1,D218 + DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,D172,D19,011000xx,DX,D1,D218)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,DX,DX,DX,DX,D1,D218 - (DX,DX,DX,DX,DX,DX,D172,D19,D84,D1,DX,DX,DX,DX,D1,D218 + DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,D172,D19,011000xx,DX,D1,D218)) @ 0x3d00000042 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,DX,DX,DX,DX,D1,D218 - (DX,DX,DX,DX,DX,DX,D172,D19,D84,D1,DX,DX,DX,DX,D1,D218)) @ 0x3c00000076 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,DX,DX,DX,DX,D1,D218 - (DX,DX,DX,DX,DX,DX,D172,D19,D84,D1,DX,DX,DX,DX,D1,D218)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000042 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
545 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
