We have 342 topology rules
DX,DX,DX,DX,DX,DX,D172,D20,D0,D10,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D10,DX,DX,DX,DX,D0,D2 @ 0x660000003e <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D10,DX,DX,DX,DX,D0,D2 @ 0x6500000001 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D10,DX,DX,DX,DX,D0,D2 @ 0x6400000032 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D10,DX,DX,DX,DX,D0,D2 @ 0xc00000019 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D10,DX,DX,DX,DX,D0,D64 @ 0xb0000034a <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
287 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D11,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D11,DX,DX,DX,DX,D0,D2 @ 0x5c00000037 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D11,DX,DX,DX,DX,D0,D2 @ 0x5b00000001 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D11,DX,DX,DX,DX,D0,D2 @ 0x5a00000031 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D11,DX,DX,DX,DX,D0,D2 @ 0xc0000000a <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D11,DX,DX,DX,DX,D0,D64 @ 0xb00000349 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
287 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D11,DX,DX,DX,DX,D0,D22 @ 0xa0000002c <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D11,DX,DX,DX,DX,D0,D22 @ 0x3e0000000b <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D11,DX,DX,DX,DX,D0,D2 @ 0x3d00000006 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D11,DX,DX,DX,DX,D0,D2 @ 0x3c0000001a <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D11,DX,DX,DX,DX,D0,D2 @ 0xc0000000a <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D11,DX,DX,DX,DX,D0,D64 @ 0xb00000349 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
287 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D11,DX,DX,DX,DX,D0,D22 @ 0xa0000002c <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D11,DX,DX,DX,DX,D0,D22 @ 0x8400000005 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D11,DX,DX,DX,DX,D0,D2 @ 0x8300000006 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D11,DX,DX,DX,DX,D0,D2 @ 0x8200000024 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D11,DX,DX,DX,DX,D0,D2 @ 0xc0000000a <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D11,DX,DX,DX,DX,D0,D64 @ 0xb00000349 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
287 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D12,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D12,DX,DX,DX,DX,D0,D2 @ 0x7a0000003e <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D12,DX,DX,DX,DX,D0,D2 @ 0x7900000001 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D12,DX,DX,DX,DX,D0,D2 @ 0x780000002d <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D12,DX,DX,DX,DX,D0,D2 @ 0xc00000030 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D12,DX,DX,DX,DX,D0,D64 @ 0xb00000348 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
287 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D13,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D13,DX,DX,DX,DX,D0,D2 @ 0xa200000003 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D13,DX,DX,DX,DX,D0,D2 @ 0xa100000001 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D13,DX,DX,DX,DX,D0,D2 @ 0xa00000001f <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D13,DX,DX,DX,DX,D0,D2 @ 0xc0000002e <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D13,DX,DX,DX,DX,D0,D64 @ 0xb00000347 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
287 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D13,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D13,DX,DX,DX,DX,D0,D2 @ 0x7000000037 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D13,DX,DX,DX,DX,D0,D2 @ 0x6f00000001 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D13,DX,DX,DX,DX,D0,D2 @ 0x6e0000002d <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D13,DX,DX,DX,DX,D0,D2 @ 0xc0000002e <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D13,DX,DX,DX,DX,D0,D64 @ 0xb00000347 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
287 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D14,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D14,DX,DX,DX,DX,D0,D2 @ 0x520000003d <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D14,DX,DX,DX,DX,D0,D2 @ 0x5100000001 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D14,DX,DX,DX,DX,D0,D2 @ 0x5000000083 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D14,DX,DX,DX,DX,D0,D2 @ 0xc0000000a <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D14,DX,DX,DX,DX,D0,D64 @ 0xb00000346 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
288 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D14,DX,DX,DX,DX,D0,D22 @ 0xa0000002c <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D14,DX,DX,DX,DX,D0,D22 @ 0x3e0000000b <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D14,DX,DX,DX,DX,D0,D2 @ 0x3d00000006 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D14,DX,DX,DX,DX,D0,D2 @ 0x3c0000001a <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D14,DX,DX,DX,DX,D0,D2 @ 0xc0000000a <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D14,DX,DX,DX,DX,D0,D64 @ 0xb00000346 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
288 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D14,DX,DX,DX,DX,D0,D22 @ 0xa0000002c <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D14,DX,DX,DX,DX,D0,D22 @ 0x8400000005 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D14,DX,DX,DX,DX,D0,D2 @ 0x8300000006 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D14,DX,DX,DX,DX,D0,D2 @ 0x8200000024 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D14,DX,DX,DX,DX,D0,D2 @ 0xc0000000a <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D14,DX,DX,DX,DX,D0,D64 @ 0xb00000346 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
288 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D15,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D15,DX,DX,DX,DX,D0,D2 @ 0x4800000037 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D15,DX,DX,DX,DX,D0,D2 @ 0x4700000001 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D15,DX,DX,DX,DX,D0,D2 @ 0x4600000082 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D15,DX,DX,DX,DX,D0,D2 @ 0xc00000019 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D15,DX,DX,DX,DX,D0,D64 @ 0xb00000345 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
288 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D16,DX,DX,DX,DX,D0,D22 @ 0xa0000002c <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D16,DX,DX,DX,DX,D0,D22 @ 0x3e0000000b <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D16,DX,DX,DX,DX,D0,D22 @ 0x3d00000006 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D16,DX,DX,DX,DX,D0,D22 @ 0x3c0000001f <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D16,DX,DX,DX,DX,D0,D22 @ 0xc0000000a <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D16,DX,DX,DX,DX,D0,D64 @ 0xb00000344 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
288 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D17,DX,DX,DX,DX,D0,D22 @ 0xa0000002c <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D17,DX,DX,DX,DX,D0,D22 @ 0x3400000004 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D17,DX,DX,DX,DX,D0,D22 @ 0x3300000006 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D17,DX,DX,DX,DX,D0,D22 @ 0x3200000020 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D17,DX,DX,DX,DX,D0,D22 @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D17,DX,DX,DX,DX,D0,D64 @ 0xb00000343 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
288 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D18,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D18,DX,DX,DX,DX,D0,D2 @ 0x7a0000003e <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D18,DX,DX,DX,DX,D0,D2 @ 0x7900000001 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D18,DX,DX,DX,DX,D0,D2 @ 0x780000002d <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D18,DX,DX,DX,DX,D0,D2 @ 0xc00000030 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D18,DX,DX,DX,DX,D0,D64 @ 0xb00000342 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
288 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D18,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D18,DX,DX,DX,DX,D0,D2 @ 0x2000000038 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D18,DX,DX,DX,DX,D0,D2 @ 0x1f00000001 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D18,DX,DX,DX,DX,D0,D2 @ 0x1e0000002c <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D18,DX,DX,DX,DX,D0,D2 @ 0xc00000030 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D18,DX,DX,DX,DX,D0,D64 @ 0xb00000342 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
288 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D19,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D19,DX,DX,DX,DX,D0,D2 @ 0x660000003e <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D19,DX,DX,DX,DX,D0,D2 @ 0x6500000001 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D19,DX,DX,DX,DX,D0,D2 @ 0x6400000032 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D19,DX,DX,DX,DX,D0,D2 @ 0xc00000019 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D19,DX,DX,DX,DX,D0,D64 @ 0xb00000341 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
288 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D19,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D19,DX,DX,DX,DX,D0,D2 @ 0x4800000037 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D19,DX,DX,DX,DX,D0,D2 @ 0x4700000001 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D19,DX,DX,DX,DX,D0,D2 @ 0x4600000082 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D19,DX,DX,DX,DX,D0,D2 @ 0xc00000019 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D19,DX,DX,DX,DX,D0,D64 @ 0xb00000341 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
288 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D2 @ 0x5c00000037 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D2 @ 0x5b00000001 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D2 @ 0x5a00000031 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D2 @ 0xc0000000a <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D64 @ 0xb0000033f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
288 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D2 @ 0x520000003d <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D2 @ 0x5100000001 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D2 @ 0x5000000083 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D2 @ 0xc0000000a <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D64 @ 0xb0000033f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
288 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D22 @ 0xa0000002c <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D22 @ 0x3e0000000b <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D2 @ 0x3d00000006 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D2 @ 0x3c0000001a <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D2 @ 0xc0000000a <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D64 @ 0xb0000033f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
288 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D22 @ 0xa0000002c <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D22 @ 0x8400000005 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D2 @ 0x8300000006 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D2 @ 0x8200000024 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D2 @ 0xc0000000a <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D26,DX,DX,DX,DX,D0,D64 @ 0xb0000033f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
288 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D28,DX,DX,DX,DX,D0,D22 @ 0xa0000002c <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D28,DX,DX,DX,DX,D0,D22 @ 0x8e0000000c <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D28,DX,DX,DX,DX,D0,D2 @ 0x8d00000006 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D28,DX,DX,DX,DX,D0,D2 @ 0x8c0000001e <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D28,DX,DX,DX,DX,D0,D2 @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D28,DX,DX,DX,DX,D0,D64 @ 0xb0000033d <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
288 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D28,DX,DX,DX,DX,D0,D22 @ 0xa0000002c <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D28,DX,DX,DX,DX,D0,D22 @ 0x3400000004 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D28,DX,DX,DX,DX,D0,D2 @ 0x3300000006 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D28,DX,DX,DX,DX,D0,D2 @ 0x320000001b <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D28,DX,DX,DX,DX,D0,D2 @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D28,DX,DX,DX,DX,D0,D64 @ 0xb0000033d <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
288 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D33,DX,DX,DX,DX,D0,D22 @ 0xa0000002c <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D33,DX,DX,DX,DX,D0,D22 @ 0x8e0000000c <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D33,DX,DX,DX,DX,D0,D22 @ 0x8d00000006 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D33,DX,DX,DX,DX,D0,D22 @ 0x8c00000025 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D33,DX,DX,DX,DX,D0,D22 @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D33,DX,DX,DX,DX,D0,D64 @ 0xb0000033a <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
288 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D34,DX,DX,DX,DX,D0,D22 @ 0xa0000002c <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D34,DX,DX,DX,DX,D0,D22 @ 0x8400000005 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D34,DX,DX,DX,DX,D0,D22 @ 0x8300000006 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D34,DX,DX,DX,DX,D0,D22 @ 0x820000002a <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D34,DX,DX,DX,DX,D0,D22 @ 0xc0000000a <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D34,DX,DX,DX,DX,D0,D64 @ 0xb00000339 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
288 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D20,D0,D35,DX,DX,DX,DX,D0,D22 @ 0xa0000002c <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D35,DX,DX,DX,DX,D0,D22 @ 0x8e0000000c <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D35,DX,DX,DX,DX,D0,D22 @ 0x8d00000006 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D35,DX,DX,DX,DX,D0,D22 @ 0x8c00000025 <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D35,DX,DX,DX,DX,D0,D22 @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D20,D0,D35,DX,DX,DX,DX,D0,D64 @ 0xb00000338 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
288 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
